"2aa86fe2-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22d2-9d83-11ee-8ba2-c75ffde41a09","4109","Meta Platforms Inc.","META.US","2024-06-17 17:30:00"
"2aa86ff7-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22ea-9d83-11ee-8ba2-c75ffde41a09","3706","Tesla Inc.","TSLA.US","2024-06-17 17:30:00"
"2aa86fef-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22fe-9d83-11ee-8ba2-c75ffde41a09","4888","PDD Holdings","PDD.US","2024-06-17 17:30:00"
"2aa86fe9-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22e3-9d83-11ee-8ba2-c75ffde41a09","6385","NIO INC.","NIO.US","2024-06-17 17:30:00"
"2aa86ffe-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22ee-9d83-11ee-8ba2-c75ffde41a09","3714","XPeng Inc.","XPEV.US","2024-06-17 17:30:00"
"2aa86ffa-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22f4-9d83-11ee-8ba2-c75ffde41a09","10106","WALMART INC.","WMT.US","2024-06-17 17:30:00"
"2aa86fe5-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2303-9d83-11ee-8ba2-c75ffde41a09","4417","Microsoft Corp.","MSFT.US","2024-06-17 17:30:00"
"2aa86ff2-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22e4-9d83-11ee-8ba2-c75ffde41a09","5147","Qualcomm Inc.","QCOM.US","2024-06-17 17:30:00"
"2aa86ff0-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2302-9d83-11ee-8ba2-c75ffde41a09","15081","PetroChina","0857.HK","2024-06-17 17:30:00"
"2aa86fe3-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22f0-9d83-11ee-8ba2-c75ffde41a09","6219","MGM Resorts International","MGM.US","2024-06-17 17:30:00"
"2aa86ff8-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2300-9d83-11ee-8ba2-c75ffde41a09","4248","Boeing Co.","BA.US","2024-06-17 17:30:00"
"2aa87001-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22d4-9d83-11ee-8ba2-c75ffde41a09","3489","Zscaler","ZS.US","2024-06-17 17:30:00"
"2aa86fff-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22d1-9d83-11ee-8ba2-c75ffde41a09","15911","Zhou Hei Ya Intl","1458.HK","2024-06-17 17:30:00"
"2aa86ff6-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22d7-9d83-11ee-8ba2-c75ffde41a09","3677","TSMC","TSM.US","2024-06-17 17:30:00"
"2aa86fec-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08ba7-e4f2-11ee-b30e-3774e444eabf","3538","PALANTIR","PLTR.US","2024-06-17 17:30:00"
"2aa86fea-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22c4-9d83-11ee-8ba2-c75ffde41a09","3624","Nvidia Corp.","NVDA.US","2024-06-17 17:30:00"
"2aa86fe1-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2308-9d83-11ee-8ba2-c75ffde41a09","14642","Meituan","3690.HK","2024-06-17 17:30:00"
"2aa86fee-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22da-9d83-11ee-8ba2-c75ffde41a09","4096","PayPal Holdings","PYPL.US","2024-06-17 17:30:00"
"2aa86ff3-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22f3-9d83-11ee-8ba2-c75ffde41a09","4990","Salesforce Inc.","CRM.US","2024-06-17 17:30:00"
"2aa86ff1-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22e2-9d83-11ee-8ba2-c75ffde41a09","15910","Ping An Insurance Group","2318.HK","2024-06-17 17:30:00"
"2aa86fed-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08b80-e4f2-11ee-b30e-3774e444eabf","5040","Palo Alto Networks","PANW.US","2024-06-17 17:30:00"
"2aa86fe6-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22c6-9d83-11ee-8ba2-c75ffde41a09","5730","NetEase Inc.","NTES.US","2024-06-17 17:30:00"
"2aa86ffb-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22df-9d83-11ee-8ba2-c75ffde41a09","5190","Walt Disney Co.","DIS.US","2024-06-17 17:30:00"
"2aa86ff9-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08baf-e4f2-11ee-b30e-3774e444eabf","4734","VISA","V.US","2024-06-17 17:30:00"
"2aa86ff5-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2306-9d83-11ee-8ba2-c75ffde41a09","3991","Sea Ltd.","SE.US","2024-06-17 17:30:00"
"2aa86ffd-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22d9-9d83-11ee-8ba2-c75ffde41a09","15352","Xiaomi Corp.","1810.HK","2024-06-17 17:30:00"
"2aa87000-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22fd-9d83-11ee-8ba2-c75ffde41a09","16734","Zijin Mining","2899.HK","2024-06-17 17:30:00"
"2aa86ffc-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22e7-9d83-11ee-8ba2-c75ffde41a09","5592","Wells Fargo & Co.","WFC.US","2024-06-17 17:30:00"
"2aa86ff4-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08be1-e4f2-11ee-b30e-3774e444eabf","3947","SAP软件","SAP.GY","2024-06-17 17:30:00"
"2aa86fe4-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22c9-9d83-11ee-8ba2-c75ffde41a09","5199","Micron Technology Inc.","MU.US","2024-06-17 17:30:00"
"2aa86fe0-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08ba4-e4f2-11ee-b30e-3774e444eabf","3873","MASTERCARD INC - A","MA.US","2024-06-17 17:30:00"
"2aa86fe8-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22e9-9d83-11ee-8ba2-c75ffde41a09","3935","Nike Inc.","NKE.US","2024-06-17 17:30:00"
"2aa86feb-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22ff-9d83-11ee-8ba2-c75ffde41a09","5665","Oracle Corp.","ORCL.US","2024-06-17 17:30:00"
"2aa86fe7-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22d5-9d83-11ee-8ba2-c75ffde41a09","3477","Netflix Inc.","NFLX.US","2024-06-17 17:30:00"
"2aa86fdf-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2305-9d83-11ee-8ba2-c75ffde41a09","4612","Marriott International","MAR.US","2024-06-17 17:30:00"
"2aa86fde-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08b8d-e4f2-11ee-b30e-3774e444eabf","4512","LuluLemon","LULU.US","2024-06-17 17:30:00"
"2aa86fdd-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22f9-9d83-11ee-8ba2-c75ffde41a09","15913","Li Ning Co.","2331.HK","2024-06-17 17:30:00"
"2aa86fdc-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22f1-9d83-11ee-8ba2-c75ffde41a09","6448","LI AUTO INC.","LI.US","2024-06-17 17:30:00"
"2aa86fc2-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22c7-9d83-11ee-8ba2-c75ffde41a09","3609","Alibaba Group","BABA.US","2024-06-17 17:30:00"
"2aa86fc3-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2301-9d83-11ee-8ba2-c75ffde41a09","4762","Amazon.com Inc.","AMZN.US","2024-06-17 17:30:00"
"2aa86fc4-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22f5-9d83-11ee-8ba2-c75ffde41a09","15203","Anta Sports Products","2020.HK","2024-06-17 17:30:00"
"2aa86fc5-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22d3-9d83-11ee-8ba2-c75ffde41a09","4742","Apple Inc.","AAPL.US","2024-06-17 17:30:00"
"2aa86fc6-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf2309-9d83-11ee-8ba2-c75ffde41a09","15259","ARM","ARM.US","2024-06-17 17:30:00"
"2aa86fc7-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08b93-e4f2-11ee-b30e-3774e444eabf","3735","AT&T","T.US","2024-06-17 17:30:00"
"2aa86fc8-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22fb-9d83-11ee-8ba2-c75ffde41a09","4554","Baidu.com Inc.","BIDU.US","2024-06-17 17:30:00"
"2aa86fc9-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22fa-9d83-11ee-8ba2-c75ffde41a09","10979","Bilibili Inc.","BILI.US","2024-06-17 17:30:00"
"2aa86fca-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22cc-9d83-11ee-8ba2-c75ffde41a09","4423","Block Inc.","SQ.US","2024-06-17 17:30:00"
"2aa86fcb-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22eb-9d83-11ee-8ba2-c75ffde41a09","15549","BYD Co.","1211.HK","2024-06-17 17:30:00"
"2aa86fcc-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22ed-9d83-11ee-8ba2-c75ffde41a09","4832","C3.ai","AI.US","2024-06-17 17:30:00"
"2aa86fcd-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22cf-9d83-11ee-8ba2-c75ffde41a09","10888","Carnival Corp.","CCL.US","2024-06-17 17:30:00"
"2aa86fce-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22c5-9d83-11ee-8ba2-c75ffde41a09","15706","China Merchants Bank","3968.HK","2024-06-17 17:30:00"
"2aa86fcf-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22cb-9d83-11ee-8ba2-c75ffde41a09","15082","China Petroleum & Chemical","0386.HK","2024-06-17 17:30:00"
"2aa86fd0-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22f2-9d83-11ee-8ba2-c75ffde41a09","15067","CNOOC","0883.HK","2024-06-17 17:30:00"
"2aa86fd1-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08b5e-e4f2-11ee-b30e-3774e444eabf","4772","Costco Wholesale","COST.US","2024-06-17 17:30:00"
"2aa86fd2-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22e5-9d83-11ee-8ba2-c75ffde41a09","6106","Datadog Inc.","DDOG.US","2024-06-17 17:30:00"
"2aa86fd3-2c8c-11ef-9c40-855de3a3a29c","quartr","ffd08b67-e4f2-11ee-b30e-3774e444eabf","6198","ETSY","ETSY.US","2024-06-17 17:30:00"
"2aa86fd4-2c8c-11ef-9c40-855de3a3a29c","quartr","cddf22ef-9d83-11ee-8ba2-c75ffde41a09","5073","Freeport-McMoRan Inc.","FCX.US","2024-06-17 17:30:00"
